"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 13, 2009","139.09","139.13","139.13","138.92","19.26K","-0.03"
"Oct 09, 2009","139.13","139.32","139.34","139.06","29.60K","-0.16"
"Oct 08, 2009","139.35","139.37","139.61","139.32","25.12K","-0.01"
"Oct 07, 2009","139.37","139.57","139.61","139.29","24.01K","-0.16"
"Oct 06, 2009","139.59","139.50","139.60","139.41","22.51K","0.06"
"Oct 05, 2009","139.50","139.61","139.67","139.44","15.26K","-0.08"
"Oct 02, 2009","139.61","139.33","139.70","139.31","21.61K","0.22"
"Oct 01, 2009","139.31","139.33","139.40","139.26","14.94K","-0.02"
"Sep 30, 2009","139.34","139.36","139.40","139.19","17.28K","-0.02"
"Sep 29, 2009","139.37","139.30","139.39","139.23","14.35K","0.04"
"Sep 28, 2009","139.31","139.04","139.40","139.02","17.13K","0.19"
"Sep 25, 2009","139.04","138.82","139.16","138.82","22.45K","0.16"
"Sep 24, 2009","138.82","138.55","138.92","138.53","22.35K","0.19"
"Sep 18, 2009","138.55","138.59","138.76","138.43","24.76K","-0.03"
"Sep 17, 2009","138.59","138.84","138.92","138.58","22.78K","-0.15"
"Sep 16, 2009","138.80","138.96","139.00","138.63","32.25K","-0.12"
